dienststelle,code,ort,lage,richtung,genauigkeit,lat,lon,gefunden_als,osm_link,osm_methode,osm_lat,osm_lon,abstand_osm_m,abstand_strasse_m,stadtteil_laut_ort,stadtteil_des_punkts,pruefen,osm_link_abgleich,manuell
S-02,0545,Porz,"Josefstraße, Haus Nr. 38",in Fahrtrichtung Karlstraße,strasse,50.887683,7.057994,"Katholische Kindertagesstätte St. Josef, Josefstraße 38, Porz, 51143 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.887683&mlon=7.057994#map=18/50.887683/7.057994,osm_hausnummer 38,50.887691,7.057984,1,22,Porz,Porz,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.887691&mlon=7.057984#map=18/50.887691/7.057984,"50.887691,7.057984 · OSM-Abgleich: Geocoder fand nur die Straße; ersetzt durch OSM-Adresse Nr. 38"
S-02,0548,Eil,"Frankfurter Str., Lat.419-411",in Fahrtrichtung Gremberghoven,stadtteil,50.895408,7.078521,"Eil, Köln, NW, Deutschland",https://www.openstreetmap.org/?mlat=50.895408&mlon=7.078521#map=18/50.895408/7.078521,osm_strasse (±1470 m),50.897409,7.077248,240,22,Eil,Eil,genauigkeit=stadtteil,https://www.openstreetmap.org/?mlat=50.897409&mlon=7.077248#map=18/50.897409/7.077248,", · OSM-Abgleich: Geocoder fand nur den Stadtteil; Straße im Stadtteil zu lang für einen verlässlichen Punkt (±1470 m) → weggelassen"
S-02,0550,Neustadt-Nord,"Venloer Wall, Laterne 25-9",in Fahrtrichtung Venloer Straße,strasse,50.945474,6.934942,"Venloer Wall, 50672 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.945474&mlon=6.934942#map=18/50.945474/6.934942,osm_strasse (±260 m),50.945161,6.934703,39,0,Neustadt/Nord,Neustadt/Nord,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.945161&mlon=6.934703#map=18/50.945161/6.934703,
S-02,0551,Lindenthal,Aachener Straße 327-285,in Fahrtrichtung stadteinwärts,hausnummer,50.93663,6.913216,"Aachener Straße 327, Lindenthal, 50931 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.936630&mlon=6.913216#map=18/50.936630/6.913216,osm_hausnummer 327–285,50.93658,6.915071,130,16,Lindenthal,Lindenthal,,https://www.openstreetmap.org/?mlat=50.936580&mlon=6.915071#map=18/50.936580/6.915071,
S-02,0552,Buchheim,"Frankfurter Straße, Lat. 78-86",in Fahrtrichtung Höhenberg,strasse,50.950336,7.017718,"Frankfurter Straße, Buchheim, 51065 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.950336&mlon=7.017718#map=18/50.950336/7.017718,osm_strasse (±650 m),50.952352,7.014964,296,0,Buchheim,Buchheim,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.952352&mlon=7.014964#map=18/50.952352/7.014964,
S-02,0555,Höhenberg,Frankfurter Straße 274-304,in Fahrtrichtung Ostheim,hausnummer,50.947863,7.020443,"Frankfurter Straße 274, Höhenberg, 51103 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.947863&mlon=7.020443#map=18/50.947863/7.020443,osm_hausnummer 274–304,50.947136,7.021465,108,16,Höhenberg,Höhenberg,,https://www.openstreetmap.org/?mlat=50.947136&mlon=7.021465#map=18/50.947136/7.021465,
S-02,0556,Höhenberg,"Frankfurter Straße, Friedhof",in Fahrtrichtung Buchheim,stadtteil,50.941003,7.026215,"Höhenberg, Köln, NW, Deutschland",https://www.openstreetmap.org/?mlat=50.941003&mlon=7.026215#map=18/50.941003/7.026215,osm_strasse (±910 m),50.943736,7.026579,305,212,Höhenberg,Höhenberg,genauigkeit=stadtteil; 212 m neben der Straße,https://www.openstreetmap.org/?mlat=50.943736&mlon=7.026579#map=18/50.943736/7.026579,"50.943736,7.026579 · OSM-Abgleich: Geocoder fand nur den Stadtteil; ersetzt durch OSM-Straßenmitte im Stadtteil (±910 m)"
S-02,0559,Ostheim,"Frankfurter Str., Lat.205-215",in Fahrtrichtung Porz,stadtteil,50.931393,7.045736,"Ostheim, Köln, NW, Deutschland",https://www.openstreetmap.org/?mlat=50.931393&mlon=7.045736#map=18/50.931393/7.045736,osm_strasse (±1330 m),50.92921,7.041297,395,389,Ostheim,Ostheim,genauigkeit=stadtteil; 389 m neben der Straße,https://www.openstreetmap.org/?mlat=50.929210&mlon=7.041297#map=18/50.929210/7.041297,", · OSM-Abgleich: Geocoder fand nur den Stadtteil; Straße im Stadtteil zu lang für einen verlässlichen Punkt (±1330 m) → weggelassen"
S-02,0560,Ostheim,"Frankfurter Str., Lat.237-205",in Fahrtrichtung Höhenberg,stadtteil,50.931393,7.045736,"Ostheim, Köln, NW, Deutschland",https://www.openstreetmap.org/?mlat=50.931393&mlon=7.045736#map=18/50.931393/7.045736,osm_strasse (±1330 m),50.92921,7.041297,395,389,Ostheim,Ostheim,genauigkeit=stadtteil; 389 m neben der Straße,https://www.openstreetmap.org/?mlat=50.929210&mlon=7.041297#map=18/50.929210/7.041297,", · OSM-Abgleich: Geocoder fand nur den Stadtteil; Straße im Stadtteil zu lang für einen verlässlichen Punkt (±1330 m) → weggelassen"
S-02,0565,Dellbrück,"Gierather Straße, Haus Nr. 42",in Fahrtrichtung Refrather Straße,hausnummer,50.971252,7.093267,"Gierather Straße 42, Dellbrück, 51069 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.971252&mlon=7.093267#map=18/50.971252/7.093267,osm_hausnummer 42,50.971252,7.093265,0,18,Dellbrück,Dellbrück,,https://www.openstreetmap.org/?mlat=50.971252&mlon=7.093265#map=18/50.971252/7.093265,
S-02,0576,Neustadt-Nord,Theodor-Heuss-Ring 12-52,in FR. Konrad-Adenauer-Ufer,hausnummer,50.949922,6.959979,"Theodor-Heuss-Ring 12, 50668 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.949922&mlon=6.959979#map=18/50.949922/6.959979,osm_hausnummer 12–52,50.949829,6.962231,158,21,Neustadt/Nord,Neustadt/Nord,158 m von OSM-Hausnummer,https://www.openstreetmap.org/?mlat=50.949829&mlon=6.962231#map=18/50.949829/6.962231,"50.949829,6.962231 · OSM-Abgleich: Geocoder-Punkt 158 m von der OSM-Adresse entfernt; ersetzt durch OSM-Adresse Nr. 12–52"
S-02,0577,Sülz,Luxemburger Straße 195-189,in Fahrtrichtung stadteinwärts,hausnummer,50.91916,6.931501,"Luxemburger Straße 195, Sülz, 50939 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.919160&mlon=6.931501#map=18/50.919160/6.931501,osm_hausnummer 195–189,50.919326,6.931695,23,14,Sülz,Sülz,,https://www.openstreetmap.org/?mlat=50.919326&mlon=6.931695#map=18/50.919326/6.931695,
S-02,0578,Sülz,Luxemburger Straße 120-136,in Fahrtrichtung stadtauswärts,hausnummer,50.922335,6.933934,"Luxemburger Straße 120, Sülz, 50939 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.922335&mlon=6.933934#map=18/50.922335/6.933934,osm_hausnummer 120–136,50.922126,6.93373,27,15,Sülz,Sülz,,https://www.openstreetmap.org/?mlat=50.922126&mlon=6.933730#map=18/50.922126/6.933730,
S-02,0582,Klettenberg,LuxemburgerStr.Klettenbergpark,in Fahrtrichtung stadteinwärts,strasse,50.908149,6.919565,"Klettenbergpark, 50939 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.908149&mlon=6.919565#map=18/50.908149/6.919565,nicht_in_osm,,,,,Klettenberg,Klettenberg,genauigkeit=strasse,,
S-02,0583,Klettenberg,Luxemburger Straße 308-346,in Fahrtrichtung stadtauswärts,hausnummer,50.911646,6.922822,"Luxemburger Straße 308, Klettenberg, 50937 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.911646&mlon=6.922822#map=18/50.911646/6.922822,osm_hausnummer 308–346,50.910353,6.921415,174,13,Klettenberg,Klettenberg,174 m von OSM-Hausnummer,https://www.openstreetmap.org/?mlat=50.910353&mlon=6.921415#map=18/50.910353/6.921415,"50.910353,6.921415 · OSM-Abgleich: Geocoder-Punkt 174 m von der OSM-Adresse entfernt; ersetzt durch OSM-Adresse Nr. 308–346"
S-02,0584,Mülheim,Deutz-Mülheimer Str. 260-288,in Fahrtrichtung Mülheimer Brücke,hausnummer,50.957932,6.994838,"Deutz-Mülheimer Straße 260, 51063 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.957932&mlon=6.994838#map=18/50.957932/6.994838,osm_hausnummer 260–288,50.958657,6.995496,93,14,Mülheim,Mülheim,,https://www.openstreetmap.org/?mlat=50.958657&mlon=6.995496#map=18/50.958657/6.995496,
S-02,0587,Mülheim,Deutz-Mülheimer Str. 284-260,in Fahrtrichtung Deutz,hausnummer,50.959194,6.995912,"Deutz-Mülheimer Straße 284, 51063 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.959194&mlon=6.995912#map=18/50.959194/6.995912,osm_hausnummer 284–260,50.95856,6.995375,80,13,Mülheim,Mülheim,,https://www.openstreetmap.org/?mlat=50.958560&mlon=6.995375#map=18/50.958560/6.995375,
S-02,0588,Weiden,"Frechener Weg, Haus Nr. 69-57",in Fahrtrichtung Aachener Straße,hausnummer,50.93334,6.826076,"Frechener Weg 69, Weiden, 50859 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.933340&mlon=6.826076#map=18/50.933340/6.826076,osm_hausnummer 69–57,50.933585,6.826313,32,18,Weiden,Weiden,,https://www.openstreetmap.org/?mlat=50.933585&mlon=6.826313#map=18/50.933585/6.826313,
S-02,0590,Weiden,"Ostlandstraße, Haus Nr. 74-104",in Fahrtrichtung Frechener Weg,hausnummer,50.93597,6.831016,"Ostlandstraße 74, Weiden, 50859 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.935970&mlon=6.831016#map=18/50.935970/6.831016,osm_hausnummer 74–104,50.935996,6.8305,36,17,Weiden,Weiden,,https://www.openstreetmap.org/?mlat=50.935996&mlon=6.830500#map=18/50.935996/6.830500,
S-02,0591,Weiden,"Ostlandstraße, Haus Nr. 59-55a",in Fahrtrichtung An der Alten Post,hausnummer,50.935692,6.830158,"Ostlandstraße 59, Weiden, 50859 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.935692&mlon=6.830158#map=18/50.935692/6.830158,osm_hausnummer 59–55a,50.935597,6.831036,63,20,Weiden,Weiden,,https://www.openstreetmap.org/?mlat=50.935597&mlon=6.831036#map=18/50.935597/6.831036,
S-02,0599,Ehrenfeld,Venloer Straße 523-549,in Fahrtrichtung Äußere Kanalstraße,hausnummer,50.95545,6.906476,"Venloer Straße 523, Ehrenfeld, 50825 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.955450&mlon=6.906476#map=18/50.955450/6.906476,osm_hausnummer 523–549,50.955756,6.905401,83,13,Ehrenfeld,Ehrenfeld,,https://www.openstreetmap.org/?mlat=50.955756&mlon=6.905401#map=18/50.955756/6.905401,
S-02,0602,Neustadt-Süd,Alteburger Straße 127,in Fahrtrichtung stadteinwärts,strasse,50.916182,6.966001,"Alteburger Str. 127a, 50678 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.916182&mlon=6.966001#map=18/50.916182/6.966001,osm_hausnummer 127,50.916224,6.965655,25,39,Neustadt/Süd,Neustadt/Süd,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.916224&mlon=6.965655#map=18/50.916224/6.965655,"50.916224,6.965655 · OSM-Abgleich: Geocoder fand nur die Straße; ersetzt durch OSM-Adresse Nr. 127"
S-02,0606,Ehrenfeld,Venloer Straße 277-213,in Fahrtrichtung Innere Kanalstraße,hausnummer,50.947636,6.921561,"Venloer Straße 277, Ehrenfeld, 50823 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.947636&mlon=6.921561#map=18/50.947636/6.921561,osm_hausnummer 277–213,50.946927,6.923296,145,15,Ehrenfeld,Ehrenfeld,,https://www.openstreetmap.org/?mlat=50.946927&mlon=6.923296#map=18/50.946927/6.923296,
S-02,0616,Lindenthal,"Decksteiner Str., Lat. 27-15",in Fahrtrichtung Bachemer Straße,strasse,50.925296,6.900642,"Decksteiner Straße, Lindenthal, 50935 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.925296&mlon=6.900642#map=18/50.925296/6.900642,osm_strasse (±540 m),50.921776,6.899327,402,0,Lindenthal,Lindenthal,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.921776&mlon=6.899327#map=18/50.921776/6.899327,
S-02,0618,Höhenberg,Germaniastraße 124-96,in Fahrtrichtung Vingst,hausnummer,50.94639,7.018094,"Germaniastraße 124, Höhenberg, 51103 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.946390&mlon=7.018094#map=18/50.946390/7.018094,osm_hausnummer 124–96,50.945787,7.018243,68,14,Höhenberg,Höhenberg,,https://www.openstreetmap.org/?mlat=50.945787&mlon=7.018243#map=18/50.945787/7.018243,
S-02,0619,Höhenberg,Germaniastraße 96-124,in Fahrtrichtung Buchheim,hausnummer,50.945185,7.018392,"Germaniastraße 96, Höhenberg, 51103 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.945185&mlon=7.018392#map=18/50.945185/7.018392,osm_hausnummer 96–124,50.945787,7.018243,68,15,Höhenberg,Höhenberg,,https://www.openstreetmap.org/?mlat=50.945787&mlon=7.018243#map=18/50.945787/7.018243,
S-02,0620,Höhenberg,Germaniastraße 50-76,in Fahrtrichtung Buchheim,hausnummer,50.941679,7.01884,"Germaniastraße 50, Höhenberg, 51103 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.941679&mlon=7.018840#map=18/50.941679/7.018840,osm_hausnummer 50–76,50.942526,7.0189,94,23,Höhenberg,Höhenberg,,https://www.openstreetmap.org/?mlat=50.942526&mlon=7.018900#map=18/50.942526/7.018900,
S-02,0624,Weidenpesch,"Scheibenstraße, Laterne 8-28",in Fahrtrichtung Sebastianstraße,strasse,50.985272,6.954941,"Scheibenstraße, Weidenpesch, 50737 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.985272&mlon=6.954941#map=18/50.985272/6.954941,osm_strasse (±690 m),50.984953,6.951147,268,0,Weidenpesch,Weidenpesch,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.984953&mlon=6.951147#map=18/50.984953/6.951147,
S-02,0632,Neustadt-Süd,"Sachsenring, Laterne 42-50",in Fahrtrichtung Barbarossaplatz,stadtteil,50.935003,6.93645,"Filiale Köln Neustadt-Süd, Händelstraße 37, 50674 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.935003&mlon=6.936450#map=18/50.935003/6.936450,osm_strasse (±450 m),50.924357,6.952089,1614,1197,Neustadt/Süd,Neustadt/Süd,genauigkeit=stadtteil; 1197 m neben der Straße,https://www.openstreetmap.org/?mlat=50.924357&mlon=6.952089#map=18/50.924357/6.952089,"50.924357,6.952089 · OSM-Abgleich: Geocoder fand nur den Stadtteil; ersetzt durch OSM-Straßenmitte im Stadtteil (±450 m)"
S-02,0644,Ehrenfeld,Äußere Kanalstraße 33-23,in Fahrtrichtung Maarweg,hausnummer,50.95551,6.901573,"Äußere Kanalstraße 33, Ehrenfeld, 50827 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.955510&mlon=6.901573#map=18/50.955510/6.901573,osm_hausnummer 33–23,50.955064,6.901161,57,14,Ehrenfeld,Ehrenfeld,,https://www.openstreetmap.org/?mlat=50.955064&mlon=6.901161#map=18/50.955064/6.901161,
S-02,0645,Ensen,"Kölner Straße, Haus Nr. 110",in Fahrtrichtung Westhoven,hausnummer,50.897889,7.035575,"Ensen, Kölner Straße 110, 51149 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.897889&mlon=7.035575#map=18/50.897889/7.035575,osm_hausnummer 110,50.897855,7.035814,17,15,Ensen,Ensen,,https://www.openstreetmap.org/?mlat=50.897855&mlon=7.035814#map=18/50.897855/7.035814,
S-02,0657,Merheim,Ostmerheimer Straße 399-423,in Fahrtrichtung Fußfallstraße,hausnummer,50.947757,7.049918,"Ostmerheimer Straße 399, 51109 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.947757&mlon=7.049918#map=18/50.947757/7.049918,osm_hausnummer 399–423,50.948057,7.04986,34,17,Merheim,Merheim,,https://www.openstreetmap.org/?mlat=50.948057&mlon=7.049860#map=18/50.948057/7.049860,
S-02,0658,Merheim,Ostmerheimer Straße 399-397,in Fahrtrichtung Kratzweg,hausnummer,50.947757,7.049918,"Ostmerheimer Straße 399, 51109 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.947757&mlon=7.049918#map=18/50.947757/7.049918,osm_hausnummer 399–397,50.947556,7.049988,23,17,Merheim,Merheim,,https://www.openstreetmap.org/?mlat=50.947556&mlon=7.049988#map=18/50.947556/7.049988,
S-02,0662,Weiden,Aachener Straße 1397 - 1377,in Fahrtrichtung stadteinwärts,hausnummer,50.938361,6.820793,"Aachener Straße 1397, Weiden, 50859 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.938361&mlon=6.820793#map=18/50.938361/6.820793,osm_hausnummer 1397–1377,50.938349,6.821447,46,13,Weiden,Weiden,,https://www.openstreetmap.org/?mlat=50.938349&mlon=6.821447#map=18/50.938349/6.821447,
S-02,0666,Rodenkirchen,Sürther Straße 274-270,in Fahrtrichtung Grüngürtelstraße,hausnummer,50.873833,7.003905,"Sürther Straße 274, Rodenkirchen, 50999 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.873833&mlon=7.003905#map=18/50.873833/7.003905,osm_hausnummer 274–270,50.873981,7.003738,20,25,Rodenkirchen,Rodenkirchen,,https://www.openstreetmap.org/?mlat=50.873981&mlon=7.003738#map=18/50.873981/7.003738,
S-02,0673,Rodenkirchen,"Sürther Straße, Haus Nr. 14-20",in Fahrtrichtung Nibelungenweg,hausnummer,50.890008,6.997125,"Sürther Straße 14, Rodenkirchen, 50996 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.890008&mlon=6.997125#map=18/50.890008/6.997125,osm_hausnummer 14–20,50.889741,6.997105,30,22,Rodenkirchen,Rodenkirchen,,https://www.openstreetmap.org/?mlat=50.889741&mlon=6.997105#map=18/50.889741/6.997105,
S-02,0686,Höhenberg,Frankfurter Straße 328-342,in Fahrtrichtung Ostheim,hausnummer,50.944657,7.024698,"Frankfurter Straße 328, Höhenberg, 51103 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.944657&mlon=7.024698#map=18/50.944657/7.024698,osm_hausnummer 328–342,50.944327,7.025152,49,22,Höhenberg,Höhenberg,,https://www.openstreetmap.org/?mlat=50.944327&mlon=7.025152#map=18/50.944327/7.025152,
S-02,0691,Gremberghoven,Frankfurter Str. S-Bahnbrücke,in Fahrtrichtung Ostheim,stadtteil,50.904738,7.054786,"Gremberghoven, Köln, NW, Deutschland",https://www.openstreetmap.org/?mlat=50.904738&mlon=7.054786#map=18/50.904738/7.054786,osm_strasse (±1180 m),50.911877,7.056139,800,456,Gremberghoven,Gremberghoven,genauigkeit=stadtteil; 456 m neben der Straße,https://www.openstreetmap.org/?mlat=50.911877&mlon=7.056139#map=18/50.911877/7.056139,", · OSM-Abgleich: Geocoder fand nur den Stadtteil; Straße im Stadtteil zu lang für einen verlässlichen Punkt (±1180 m) → weggelassen"
S-02,0693,Zollstock,"Am Vorgebirgstor, Lat. 11-14",in Fahrtrichtung Höninger Weg,strasse,50.915904,6.944128,"Am Vorgebirgstor, Zollstock, 50969 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.915904&mlon=6.944128#map=18/50.915904/6.944128,osm_strasse (±250 m),50.915741,6.944499,32,0,Zollstock,Zollstock,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.915741&mlon=6.944499#map=18/50.915741/6.944499,
S-02,0712,Weiden,Moltkestraße Laterne 22-20,in Fahrtrichtung Aachener Straße,strasse,50.940736,6.827614,"Moltkestraße, Weiden, 50859 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.940736&mlon=6.827614#map=18/50.940736/6.827614,osm_strasse (±440 m),50.94213,6.829007,183,1,Weiden,Weiden,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.942130&mlon=6.829007#map=18/50.942130/6.829007,
S-02,0721,Rodenkirchen,"Sürther Straße, Haus Nr. 11-1",in Fahrtrichtung Hauptstraße,hausnummer,50.889421,6.997608,"Sürther Straße 11, Rodenkirchen, 50996 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.889421&mlon=6.997608#map=18/50.889421/6.997608,osm_hausnummer 11–1,50.889844,6.997645,47,18,Rodenkirchen,Rodenkirchen,,https://www.openstreetmap.org/?mlat=50.889844&mlon=6.997645#map=18/50.889844/6.997645,
S-02,0733,Weiden,"Frechener Weg, Haus Nr. 54-58",in Fahrtrichtung Bonnstraße,hausnummer,50.934007,6.82621,"Frechener Weg 54, Weiden, 50859 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.934007&mlon=6.826210#map=18/50.934007/6.826210,osm_hausnummer 54–58,50.933892,6.826061,16,12,Weiden,Weiden,,https://www.openstreetmap.org/?mlat=50.933892&mlon=6.826061#map=18/50.933892/6.826061,
S-02,0738,Dünnwald,"Berliner Straße, Haus Nr. 1023",in Fahrtrichtung stadteinwärts,hausnummer,51.003787,7.042826,"Berliner Straße 1023, Dünnwald, 51069 Köln, Deutschland",https://www.openstreetmap.org/?mlat=51.003787&mlon=7.042826#map=18/51.003787/7.042826,osm_hausnummer 1023,51.003806,7.042833,2,17,Dünnwald,Dünnwald,,https://www.openstreetmap.org/?mlat=51.003806&mlon=7.042833#map=18/51.003806/7.042833,
S-02,0747,Flittard,"Roggendorfstraße, Laterne 13-9",in Fahrtrichtung Düsseldorfer Str.,strasse,51.00063,6.988077,"Roggendorfstraße, Flittard, 51061 Köln, Deutschland",https://www.openstreetmap.org/?mlat=51.000630&mlon=6.988077#map=18/51.000630/6.988077,osm_strasse (±640 m),50.999995,6.989548,125,0,Flittard,Flittard,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.999995&mlon=6.989548#map=18/50.999995/6.989548,
S-02,0749,Pesch,"Schulstraße, Haus Nr. 75a-55",in Fahrtrichtung Mengenicher Straße,hausnummer,50.997663,6.870115,"Schulstraße 75a, Pesch, 50767 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.997663&mlon=6.870115#map=18/50.997663/6.870115,osm_hausnummer 75a–55,50.997461,6.870305,26,20,Pesch,Pesch,,https://www.openstreetmap.org/?mlat=50.997461&mlon=6.870305#map=18/50.997461/6.870305,
S-02,0756,Rondorf,"Kapellenstraße, Laterne 26-32",in Fahrtrichtung Brühler Landstraße,strasse,50.875619,6.943369,"Kapellenstraße, Rondorf, 50997 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.875619&mlon=6.943369#map=18/50.875619/6.943369,osm_strasse (±820 m),50.875096,6.946493,227,0,Rondorf,Rondorf,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.875096&mlon=6.946493#map=18/50.875096/6.946493,
S-02,0758,Rondorf,"Kapellenstraße, Laterne 32",in FR. Rondorfer Hauptstraße,strasse,50.875619,6.943369,"Kapellenstraße, Rondorf, 50997 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.875619&mlon=6.943369#map=18/50.875619/6.943369,osm_strasse (±820 m),50.875096,6.946493,227,0,Rondorf,Rondorf,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.875096&mlon=6.946493#map=18/50.875096/6.946493,
S-02,0775,Wahn,"Frankfurter Str., Lat.533-523",in Fahrtrichtung Urbach,stadtteil,50.858854,7.085497,"Wahn, Köln, NW, Deutschland",https://www.openstreetmap.org/?mlat=50.858854&mlon=7.085497#map=18/50.858854/7.085497,osm_strasse (±1170 m),50.857491,7.086117,158,30,Wahn,Wahn,genauigkeit=stadtteil,https://www.openstreetmap.org/?mlat=50.857491&mlon=7.086117#map=18/50.857491/7.086117,", · OSM-Abgleich: Geocoder fand nur den Stadtteil; Straße im Stadtteil zu lang für einen verlässlichen Punkt (±1170 m) → weggelassen"
S-02,0783,Zollstock,"Höninger Weg, Haus Nr. 243-239",in Fahrtrichtung Gottesweg,hausnummer,50.91018,6.941708,"Höninger Weg 243, Zollstock, 50969 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.910180&mlon=6.941708#map=18/50.910180/6.941708,osm_hausnummer 243–239,50.910342,6.941765,18,11,Zollstock,Zollstock,,https://www.openstreetmap.org/?mlat=50.910342&mlon=6.941765#map=18/50.910342/6.941765,
S-02,0788,Mülheim,"Montanusstraße, Haus Nr.43-83",in FR. Bergisch Gladbacher Straße,hausnummer,50.959236,7.012612,"Montanusstraße 43, Mülheim, 51065 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.959236&mlon=7.012612#map=18/50.959236/7.012612,osm_hausnummer 43–83,50.959835,7.013001,72,15,Mülheim,Mülheim,,https://www.openstreetmap.org/?mlat=50.959835&mlon=7.013001#map=18/50.959835/7.013001,
S-02,0791,Mülheim,"Montanusstraße, Haus Nr. 87-39",in Fahrtrichtung Frankfurter Straße,hausnummer,50.96054,7.013501,"Montanusstraße 87, Mülheim, 51065 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.960540&mlon=7.013501#map=18/50.960540/7.013501,osm_hausnummer 87–39,50.959784,7.012975,92,10,Mülheim,Mülheim,,https://www.openstreetmap.org/?mlat=50.959784&mlon=7.012975#map=18/50.959784/7.012975,
S-02,0793,Niehl,Amsterdamer Straße 267-257,in Fahrtrichtung Nesselrodestraße,hausnummer,50.978711,6.968199,"Amsterdamer Straße 267, Niehl, 50735 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.978711&mlon=6.968199#map=18/50.978711/6.968199,osm_hausnummer 267–257,50.978355,6.968271,40,17,Niehl,Niehl,,https://www.openstreetmap.org/?mlat=50.978355&mlon=6.968271#map=18/50.978355/6.968271,
S-02,0796,Niehl,"Amsterdamer Str., Lat. 120-122",in Fahrtrichtung stadtauswärts,strasse,50.978321,6.968524,"Amsterdamer Straße, Niehl, 50735 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.978321&mlon=6.968524#map=18/50.978321/6.968524,osm_strasse (±690 m),50.975504,6.969344,319,0,Niehl,Niehl,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.975504&mlon=6.969344#map=18/50.975504/6.969344,
S-02,0804,Bilderstöckchen,Longericher Straße 75-113,in Fahrtrichtung TÜV,hausnummer,50.972179,6.934405,"Longericher Straße 75, Bilderstöckchen, 50739 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.972179&mlon=6.934405#map=18/50.972179/6.934405,osm_hausnummer 75–113,50.972485,6.933779,55,24,Bilderstöckchen,Bilderstöckchen,,https://www.openstreetmap.org/?mlat=50.972485&mlon=6.933779#map=18/50.972485/6.933779,
S-02,0817,Vingst,"Homarstraße, Haus Nr. 51-45",in Fahrtrichtung Ostheimer Straße,hausnummer,50.929656,7.01783,"Homarstraße 51, Vingst, 51107 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.929656&mlon=7.017830#map=18/50.929656/7.017830,osm_hausnummer 51–45,50.929835,7.017836,20,17,Vingst,Vingst,,https://www.openstreetmap.org/?mlat=50.929835&mlon=7.017836#map=18/50.929835/7.017836,
S-02,0825,Porz,"Urbacher Weg, Laterne 9-13",in Fahrtrichtung Kölner Straße,strasse,50.892445,7.05311,"Urbacher Weg, Porz, 51149 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.892445&mlon=7.053110#map=18/50.892445/7.053110,osm_strasse (±390 m),50.893344,7.051016,178,0,Porz,Porz,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.893344&mlon=7.051016#map=18/50.893344/7.051016,
