0592;2;030;030;SX   Weiden                   ;Schulstraße, Haus Nr. 32-28   ;in Fahrtrichtung Ostlandstraße     ;   ;
0593;2;030;030;SY   Weiden                   ;Schulstraße, Haus Nr. 43-37   ;in Fahrtrichtung Aachener Straße   ;   ;
0594;2;030;030;SZ   Weiden                   ;Gertrudisstraße, Haus Nr. 12  ;in Fahrtrichtung Frechener Weg     ;   ;
0595;2;030;030;TA   Müngersdorf              ;Vitalisstraße  330-348        ;in Fahrtrichtung Wendelinstraße    ;   ;
0596;2;030;030;TB   Müngersdorf              ;Vitalisstraße  345-319        ;in Fahrtrichtung Widdersdorfer Str.;   ;
0597;3;050;050;TC   Fühlingen                ;Neusser Landstr., Lat. 108-106;in Fahrtrichtung stadteinwärts     ;   ;
0598;2;030;030;TD   Ehrenfeld                ;Venloer Str. gegenüber 515-529;in Fahrtrichtung Äußere Kanalstraße;   ;
0599;2;030;030;TE   Ehrenfeld                ;Venloer Straße 523-549        ;in Fahrtrichtung Äußere Kanalstraße;   ;
0600;0;050;050;TF   Ehrenfeld                ;Äußere Kanalstraße 28-40      ;in Fahrtrichtung Venloer Straße    ;   ;
0601;0;050;050;TG   Ehrenfeld                ;Äußere Kanalstraße 74-82      ;in Fahrtrichtung Subbelrather Str. ;   ;
0602;2;030;030;TH   Neustadt-Süd             ;Alteburger Straße 127         ;in Fahrtrichtung stadteinwärts     ;   ;
0603;2;030;030;TI   Neustadt-Süd             ;Alteburger Straße 127         ;in Fahrtrichtung stadtauswärts     ;   ;
0604;2;030;030;TJ   Ehrenfeld                ;Venloer Straße 543-507        ;in Fahrtrichtung stadteinwärts     ;   ;
0605;2;030;030;TK   Ehrenfeld                ;Venloer Straße 208-280        ;in Fahrtrichtung Ehrenfeldgürtel   ;   ;
0606;2;030;030;TL   Ehrenfeld                ;Venloer Straße 277-213        ;in Fahrtrichtung Innere Kanalstraße;   ;
0607;0;050;050;TM   Sülz                     ;Zülpicher Straße 400-417      ;in Fahrtrichtung Gleueler Straße   ;   ;
0608;0;050;050;TN   Lindenthal               ;Gleueler Straße 310-294       ;in Fahrtrichtung stadteinwärts     ;   ;
0609;0;050;050;TO   Lindenthal               ;Gleueler Straße 262-268       ;in Fahrtrichtung stadteinwärts     ;   ;
0610;0;050;050;TP   Lindenthal               ;Gleueler Straße 273-277       ;in Fahrtrichtung stadtauswärts     ;   ;
0611;0;050;050;TQ   Lindenthal               ;Dürener Straße 328-320        ;in Fahrtrichtung stadteinwärts     ;   ;
0612;0;050;050;TR   Lindenthal               ;Dürener Straße 270-292        ;in Fahrtrichtung stadtauswärts     ;   ;
0613;2;030;030;TS   Lindenthal               ;Decksteiner Straße 18-2       ;in Fahrtrichtung Dürener Straße    ;   ;
0614;2;030;030;TT   Lindenthal               ;Decksteiner Straße 1-15       ;in Fahrtrichtung Bachemer Straße   ;   ;
0615;2;030;030;TU   Lindenthal               ;Decksteiner Str., Lat. 15-21  ;in Fahrtrichtung Gleueler Straße   ;   ;
0616;2;030;030;TV   Lindenthal               ;Decksteiner Str., Lat. 27-15  ;in Fahrtrichtung Bachemer Straße   ;   ;
0617;2;030;030;TW   Ehrenfeld                ;Klarastraße, Haus Nr. 5-35    ;in Fahrtrichtung Stammstraße       ;   ;
0618;2;030;030;TX   Höhenberg                ;Germaniastraße 124-96         ;in Fahrtrichtung Vingst            ;   ;
0619;2;030;030;TY   Höhenberg                ;Germaniastraße 96-124         ;in Fahrtrichtung Buchheim          ;   ;
0620;2;030;030;TZ   Höhenberg                ;Germaniastraße 50-76          ;in Fahrtrichtung Buchheim          ;   ;
0621;0;050;050;UA   Vogelsang                ;Venloer Straße, Lat. 275-263  ;in Fahrtrichtung stadteinwärts     ;   ;
0622;0;050;050;UB   Vogelsang                ;Venloer Straße, Lat. 263-273  ;in Fahrtrichtung stadtauswärts     ;   ;
0623;3;050;050;UC   Gremberghoven            ;Maarhäuser Weg, BAB-Brücke    ;in Fahrtrichtung Rath/Heumar       ;   ;
0624;0;050;050;UD   Weidenpesch              ;Scheibenstraße, Laterne 8-28  ;in Fahrtrichtung Sebastianstraße   ;   ;
0625;0;050;050;UE   Weidenpesch              ;Scheibenstraße, Laterne 30-18 ;in Fahrtrichtung Neusser Straße    ;   ;
0626;0;050;050;UF   Porz                     ;Hauptstraße, Laterne 224-228  ;in Fahrtrichtung Ensen             ;   ;
0627;0;050;050;UG   Porz                     ;Hauptstraße, Laterne 228-224  ;in Fahrtrichtung Zündorf           ;   ;
0628;2;030;030;UH   Buchheim                 ;Modemannstraße, Lat. 17-13    ;in Fahrtrichtung Beuthener Straße  ;   ;
0629;2;030;030;UI   Buchheim                 ;Modemannstraße, Lat. 13-17    ;in Fahrtrichtung Rybniker Straße   ;   ;
0630;2;030;030;UJ   Buchheim                 ;Modemannstraße, Lat. 29-33    ;in Fahrtrichtung Rybniker Straße   ;   ;
0631;2;030;030;UK   Buchheim                 ;Modemannstraße, Lat. 31-27    ;in Fahrtrichtung Beuthener Straße  ;   ;
0632;2;030;030;UL   Neustadt-Süd             ;Sachsenring, Laterne 42-50    ;in Fahrtrichtung Barbarossaplatz   ;   ;
0633;2;030;030;UM   Neustadt-Nord            ;Neusser Wall, Haus Nr. 32-30  ;in Fahrtrichtung Hülchrather Straße;   ;
0634;2;030;030;UN   Neustadt-Nord            ;Neusser Wall, Haus Nr. 28-34  ;in Fahrtrichtung Merlotstraße      ;   ;
0635;2;030;030;UO   Deutz                    ;Helenenwallstraße  30-34      ;in Fahrtrichtung Rupertusstraße    ;   ;
0636;6;010;010;UP   Meschenich               ;Auf dem Rosenhügel 9          ;in Fahrtrichtung Brühler Landstraße;   ;
0637;0;050;050;UQ   Urbach                   ;Frankfurter Straße 470-480    ;in Fahrtrichtung Eil               ;   ;
0638;0;050;050;UR   Urbach                   ;Frankfurter Straße 489-471    ;in Fahrtrichtung Wahn              ;   ;
0639;0;050;050;US   Mülheim                  ;Clevischer Ring, Esso-Tankst. ;in Fahrtrichtung stadteinwärts     ;   ;
0640;0;050;050;UT   Mülheim                  ;Clevischer Ring, Laterne 51   ;in Fahrtrichtung stadteinwärts     ;   ;
0641;2;030;030;UU   Mülheim                  ;Tiefentalstraße, Laterne 2A-20;in FR. Mülheimer Zubringer         ;   ;
0642;2;030;030;UV   Mülheim                  ;Tiefentalstraße, Laterne 18-2A;in Fahrtrichtung Berliner Straße   ;   ;
0643;0;050;050;UW   Ehrenfeld                ;Äußere Kanalstr., Lat. 72-64  ;in Fahrtrichtung Venloer Straße    ;   ;
0644;0;050;050;UX   Ehrenfeld                ;Äußere Kanalstraße 33-23      ;in Fahrtrichtung Maarweg           ;   ;
0645;0;050;050;UY   Ensen                    ;Kölner Straße, Haus Nr. 110   ;in Fahrtrichtung Westhoven         ;   ;
0646;0;050;050;UZ   Ensen                    ;Kölner Straße 149-147         ;in Fahrtrichtung Porz              ;   ;
0647;2;030;030;VA   Sürth                    ;Kölnstraße, Laterne 28-30     ;in Fahrtrichtung Rodenkirchen      ;   ;
0648;0;050;050;VB   Eil                      ;Hirschgraben, Höhe ICE-Trasse ;in Fahrtrichtung Grengeler Mauspfad;   ;
0649;3;050;050;VC   Gremberghoven            ;Maarhäuser Weg, BAB-Brücke    ;in Fahrtrichtung Porz              ;   ;
0650;0;050;050;VD   Ensen                    ;Kölner Straße, Laterne 128-130;in Fahrtrichtung westhoven         ;   ;
0651;0;050;050;VE   Ensen                    ;Kölner Straße, Laterne 99-93  ;in Fahrtrichtung Porz              ;   ;
0652;0;050;050;VF   Ensen                    ;Kölner Straße, Haus Nr. 48    ;in Fahrtrichtung Westhoven         ;   ;
0653;0;050;050;VG   Marienburg               ;Bonner Straße 489-457         ;in Fahrtrichtung stadteinwärts     ;   ;
0654;0;050;050;VH   Marienburg               ;Bonner Straße 449-447         ;in Fahrtrichtung stadteinwärts     ;   ;
0655;0;050;050;VI   Marienburg               ;Bonner Straße, Laterne 100-106;in Fahrtrichtung stadtauswärts     ;   ;
0656;0;050;050;VJ   Marienburg               ;Bonner Straße,ggü. Lat.111-115;in Fahrtrichtung stadtauswärts     ;   ;
0657;2;030;030;VK   Merheim                  ;Ostmerheimer Straße 399-423   ;in Fahrtrichtung Fußfallstraße     ;   ;
0658;2;030;030;VL   Merheim                  ;Ostmerheimer Straße 399-397   ;in Fahrtrichtung Kratzweg          ;   ;
0659;0;050;050;VM   Wahn                     ;Frankfurter Straße 150-164    ;in Fahrtrichtung Urbach            ;   ;
0660;0;050;050;VN   Dellbrück                ;Dellbrücker Mauspfad 143-135  ;in Fahrtrichtung Brück             ;   ;
0661;0;050;050;VO   Ossendorf                ;Mathias-Brüggen-Str.,Lat.90-98;in Fahrtrichtung Militärringstr.   ;   ;
0662;0;050;050;VP   Weiden                   ;Aachener Straße 1397 - 1377   ;in Fahrtrichtung stadteinwärts     ;   ;
0663;0;050;050;VQ   Rodenkirchen             ;Weißer Straße, Haus-Nr. 89-41 ;in Fahrtrichtung Siegfriedstr.     ;   ;
0664;0;050;050;VR   Rodenkirchen             ;Weißer Straße, Haus-Nr. 34-60 ;in Fahrtrichtung Siegstr.          ;   ;
0665;0;050;050;VS   Rodenkirchen             ;Weißer Straße, Haus-Nr. 40-46 ;in Fahrtrichtung Grüngürtelstraße  ;   ;
0666;0;030;030;VT   Rodenkirchen             ;Sürther Straße 274-270        ;in Fahrtrichtung Grüngürtelstraße  ;   ;
0667;0;050;050;VU   Rodenkirchen             ;Sürther Straße, Laterne 11    ;in Fahrtrichtung Grüngürtelstraße  ;   ;
0668;0;050;050;VV   Rodenikrchen             ;Sürther Straße, Laterne 96-98 ;in Fahrtrichtung Kölnstraße        ;   ;
0669;2;030;030;VW   Rodenkirchen             ;Sürther Straße, Laterne 38a-32;in Fahrtrichtung Siegfriedstraße   ;   ;
0670;2;030;030;VX   Rodenkirchen             ;Sürther Straße, Haus Nr. 65-61;in Fahrtrichtung Siegfriedstraße   ;   ;
0671;2;030;030;VY   Rodenkirchen             ;Sürther Straße, Laterne 32-38a;in Fahrtrichtung Ringstraße        ;   ;
0672;2;030;030;VZ   Rodenkirchen             ;Sürther Straße, Haus Nr. 61-65;in Fahrtrichtung Ringstraße        ;   ;
0673;2;030;030;WA   Rodenkirchen             ;Sürther Straße, Haus Nr. 14-20;in Fahrtrichtung Nibelungenweg     ;   ;
0674;2;030;030;WB   Sürth                    ;Grüner Weg, Laterne 6-16      ;in Fahrtrichtung Am Feldrain       ;   ;
0675;2;030;030;WC   Sürth                    ;Grüner Weg, Laterne 26-6      ;in Fahrtrichtung Kölnstraße        ;   ;
0676;2;030;030;WD   Lindenthal               ;Freiligrathstr. 47-40         ;in Fahrtrichtung Lindauer Straße   ;   ;
0677;2;030;030;WE   Lindenthal               ;Freiligrathstraße 12-10       ;in Fahrtrichtung Gleueler Straße   ;   ;
0678;2;030;030;WF   Lindenthal               ;Freiligrathstraße 27-31       ;in Fahrtrichtung Schlegelstraße    ;   ;
0679;2;030;030;WG   Lindenthal               ;Freiligrathstraße 44-47       ;in Fahrtrichtung Bachemer Straße   ;   ;
0680;0;050;050;WH   Rodenkirchen             ;Weißer Straße 144-136b        ;in Fahrtrichtung Hammerschmidtstr. ;   ;
0681;0;050;050;WI   Rodenkirchen             ;Weißer Straße 136-144         ;in Fahrtrichtung Weiß              ;   ;
0682;2;050;050;WJ   Eil                      ;Hirschgraben, Höhe BAB-Brücke ;in Fahrtrichtung Frankfurter Straße;   ;
0683;0;050;050;WK   Eil                      ;Hirschgraben 30-42/44         ;in Fahrtrichtung Grengeler Mauspfad;   ;
0684;0;050;050;WL   Holweide                 ;Schlagbaumsweg 166-214        ;in Fahrtrichtung Colonia-Allee     ;   ;
0685;0;050;050;WM   Holweide                 ;Schlagbaumsweg 214-166        ;in Fahrtrichtung Buchheimer Ring   ;   ;
0686;0;050;050;WN   Höhenberg                ;Frankfurter Straße 328-342    ;in Fahrtrichtung Ostheim           ;   ;
0687;2;050;050;WO   Holweide                 ;Berg. Gladbacher Str.Laterne60;in Fahrtrichtung stadtauswärts     ;   ;
0688;2;030;030;WP   Buchheim                 ;Berg. Gladbacher Str.Lat.61-55;in Fahrtrichtung stadteinwärts     ;   ;
0689;2;030;030;WQ   Porz                     ;Poststraße, Haus Nr. 29-13/15 ;in Fahrtrichtung stadteinwärts     ;   ;
0690;2;030;030;WR   Porz                     ;Poststraße, Haus Nr. 10-48    ;in Fahrtrichtung stadtauswärts     ;   ;
0691;3;050;050;WS   Gremberghoven            ;Frankfurter Str. S-Bahnbrücke ;in Fahrtrichtung Ostheim           ;   ;
0692;3;050;050;WT   Gremberghoven            ;Frankfurter Str. S-Bahnbrücke ;in Fahrtrichtung Ostheim           ;   ;
0693;0;050;050;WU   Zollstock                ;Am Vorgebirgstor, Lat. 11-14  ;in Fahrtrichtung Höninger Weg      ;   ;
0694;0;050;050;WV   Zollstock                ;Höninger Weg, Laterne 20-28   ;in Fahrtrichtung Pohligstraße      ;   ;
0695;0;050;050;WW   Zollstock                ;Höninger Weg, Laterne 22-20   ;in Fahrtrichtung Eifelstraße       ;   ;
0696;0;030;030;WX   Bilderstöckchen          ;Schiefersburger Weg, Lat.17-15;in Fahrtrichtung Longericher Straße;   ;
0697;2;030;030;WY   Höhenberg                ;Weimarer Straße 69-51         ;in Fahrtrichtung Koburger Platz    ;   ;
0698;2;030;030;WZ   Höhenberg                ;Weimarer Straße 36-34         ;in Fahrtrichtung Weimarer Platz    ;   ;
0699;2;030;030;XA   Höhenberg                ;Weimarer Straße 25-17         ;in Fahrtrichtung Kösener Weg       ;   ;
0700;2;030;030;XB   Höhenberg                ;Weimarer Straße 11-1          ;in Fahrtrichtung Geraer Platz      ;   ;
0701;6;010;010;XC   Mülheim                  ;Regentenstraße 68-30          ;in Fahrtrichtung Seidenstraße      ;   ;
0702;3;050;050;XD   Müngersdorf              ;Egelspfad/Gregor-Mendel-Ring  ;in Fahrtrichtung Gregor-Mendel-Ring;   ;
0703;3;050;050;XE   Müngersdorf              ;Gregor-Mendel-Ring/Egelspfad  ;in Fahrtrichtung Lise-Meitner-Ring ;   ;
0704;3;050;050;XF   Müngersdorf              ;Lise-Meitner-Ring/Egelspfad   ;in Fahrtrichtung Gregor-Mendel-Ring;   ;
0705;2;030;030;XG   Lövenich                 ;Widdersdorfer Landstr.Lat.13-9;in Fahrtrichtung stadteinwärts     ;   ;
0706;2;030;030;XH   Lövenich                 ;Widdersdorfer Landstr.Lat11-13;in Fahrtrichtung stadtauswärts     ;   ;
0707;2;030;030;XI   Porz                     ;Siemensstraße Laterne 12-6    ;in Fahrtrichtung Ohmstraße         ;   ;
0708;2;030;030;XJ   Porz                     ;Siemensstraße Laterne 6-12    ;in Fahrtrichtung Humboldtstraße    ;   ;
0709;0;050;050;XK   Eil                      ;Bergerstraße Laterne 60-62    ;in Fahrtrichtung Frankfurter Straße;   ;
0710;0;050;050;XL   Eil                      ;Bergerstraße LAterne 75-77    ;in Fahrtrichtung Frankfurter Straße;   ;
0711;2;030;030;XM   Weiden                   ;Moltkestraße Laterne 22-24    ;in Fahrtrichtung Brauweiler Straße ;   ;
0712;2;030;030;XN   Weiden                   ;Moltkestraße Laterne 22-20    ;in Fahrtrichtung Aachener Straße   ;   ;
0713;0;050;050;XO   Raderthal                ;Brühler Straße 309-293        ;in Fahrtrichtung stadteinwärts     ;   ;
0714;0;050;050;XP   Raderthal                ;Brühler Straße 239a-257       ;in Fahrtrichtung stadtauswärts     ;   ;
0715;0;050;050;XQ   Junkersdorf              ;Vogelsanger Weg 93-83a        ;in Fahrtrichtung Aachener Straße   ;   ;
0716;0;050;050;XR   Junkersdorf              ;Vogelsanger Weg, Laterne 7-9  ;in Fahrtrichtung Egelspfad         ;   ;
0717;2;030;030;XS   Porz                     ;Rathausstraße, Haus Nr. 30-2  ;in FR. Friedrich-Ebert-Ufer        ;   ;
0718;2;030;030;XT   Bickendorf               ;Feltenstraße, Haus Nr. 106-133;in Fahrtrichtung Sandweg           ;   ;
0719;2;030;030;XU   Weiden                   ;Stormstraße, Laterne 22-16    ;in Fahrtrichtung Hölderlinstraße   ;   ;
0720;2;030;030;XV   Weiden                   ;Stormstraße, Laterne 16-22    ;in Fahrtrichtung Ludwig-Jahn-Straße;   ;
0721;2;030;030;XW   Rodenkirchen             ;Sürther Straße, Haus Nr. 11-1 ;in Fahrtrichtung Hauptstraße       ;   ;
0722;2;030;030;XX   Raderberg                ;Annastraße, Haus Nr. 50-53    ;in Fahrtrichtung Bonner Straße     ;   ;
0723;2;030;030;XY   Urbach                   ;Elsdorfer Straße 26-11        ;in Fahrtrichtung Zündorfer Straße  ;   ;
0724;2;030;030;XZ   Dünnwald                 ;Leuchterstraße, Haus Nr. 10-30;in FR. Dünnwalder Mauspfad         ;   ;
0725;0;050;050;YA   Nippes                   ;Kempener Straße, Laterne 8    ;in Fahrtrichtung stadtauswärts     ;   ;
0726;0;050;050;YB   Nippes                   ;Kempener Straße, Haus Nr.38-74;in Fahrtrichtung stadtauswärts     ;   ;
0727;0;050;050;YC   Nippes                   ;Kempener Straße 115-73        ;in Fahrtrichtung stadteinwärts     ;   ;
0728;0;050;050;YD   Braunsfeld               ;Friedrich-Schmidt-Str.56-52   ;in Fahrtrichtung stadteinwärts     ;   ;
0729;0;050;050;YE   Braunsfeld               ;Friedrich-Schmidt-Straße 48-58;in Fahrtrichtung stadtauswärts     ;   ;
0730;0;050;050;YF   Braunsfeld               ;Friedrich-Schmidt-Str., Lat.56;in Fahrtrichtung stadtauswärts     ;   ;
0731;2;030;030;YG   Weidenpesch              ;Rennbahnstraße, Haus Nr. 10-20;in Fahrtrichtung Scheibenstraße    ;   ;
0732;2;030;030;YH   Weiden                   ;Frechener Weg, Haus Nr. 11-7  ;in Fahrtrichtung Aachener Straße   ;   ;
0733;2;030;030;YI   Weiden                   ;Frechener Weg, Haus Nr. 54-58 ;in Fahrtrichtung Bonnstraße        ;   ;
0734;2;030;030;YJ   Wahn                     ;St.-Ägidius-Str., Laterne 11-1;in Fahrtrichtung Heidestraße       ;   ;
0735;2;030;030;YK   Wahn                     ;St.-Ägidius-Str. Laterne 5-11 ;in Fahrtrichtung Nachtigallenstraße;   ;
0736;2;030;030;YL   Wahn                     ;St.-Ägidius-Straße 21-13c     ;in Fahrtrichtung Heidestraße       ;   ;
0737;2;030;030;YM   Wahn                     ;St.-Ägidius-Straße, Lat. 10-14;in Fahrtrichtung Nachtigallenstraße;   ;
0738;0;050;050;YN   Dünnwald                 ;Berliner Straße, Haus Nr. 1023;in Fahrtrichtung stadteinwärts     ;   ;
0739;2;030;030;YO   Dünnwald                 ;Amselstraße, Haus Nr. 47-3    ;in Fahrtrichtung Leuchterstraße    ;   ;
0740;2;030;030;YP   Dünnwald                 ;Amselstraße, Haus Nr. 6-22    ;in Fahrtrichtung Odenthaler Straße ;   ;
0741;2;030;030;YQ   Buchheim                 ;Alte Wipperfürther Str. 20-22 ;in Fahrtrichtung Malteserstraße    ;   ;
0742;2;030;030;YR   Buchheim                 ;Alte Wipperfürther Str. 50-70 ;in Fahrtrichtung Herler Straße     ;   ;
0743;2;030;030;YS   Buchheim                 ;Alte Wipperfürther Str. 60-56 ;in Fahrtrichtung Frankfurter Straße;   ;
0744;2;030;030;YT   Buchheim                 ;Alte Wipperfürther Str. 56-50 ;in Fahrtrichtung Frankfurter Straße;   ;
0745;6;010;010;YU   Widdersdorf              ;Indianapolisstraße, Haus Nr.45;in FR. Unter Gottes Gnaden         ;   ;
0746;6;010;010;YV   Widdersdorf              ;Indianapolisstraße, Haus Nr.39;in Fahrtrichtung Hauptstraße       ;   ;
0747;2;030;030;YW   Flittard                 ;Roggendorfstraße, Laterne 13-9;in Fahrtrichtung Düsseldorfer Str. ;   ;
0748;2;030;030;YX   Pesch                    ;Schulstraße, Haus Nr. 73-75a  ;in Fahrtrichtung Montessoristraße  ;   ;
0749;2;030;030;YY   Pesch                    ;Schulstraße, Haus Nr. 75a-55  ;in Fahrtrichtung Mengenicher Straße;   ;
0750;2;030;030;YZ   Pesch                    ;Schulstraße, Laterne Nr. 32   ;in Fahrtrichtung Fröbelstraße      ;   ;
0751;2;030;030;ZA   Junkersdorf              ;Blumenallee, Laterne 29-41    ;in Fahrtrichtung Vogelsanger Weg   ;   ;
0752;2;030;030;ZB   Junkersdorf              ;Blumenallee, Laterne 41-33    ;in Fahrtrichtung Birkenallee       ;   ;
0753;2;030;030;ZC   Bayenthal                ;Goltsteinstraße, Haus Nr.47-61;in Fahrtrichtung Tacitusstraße     ;   ;
0754;2;030;030;ZD   Bayenthal                ;Goltsteinstraße, Haus Nr.71-77;in Fahrtrichtung Tacitusstraße     ;   ;
0755;2;030;030;ZE   Bayenthal                ;Goltsteinstr., Haus Nr.108-114;in Fahrtrichtung Cäsarstraße       ;   ;
0756;2;030;030;ZF   Rondorf                  ;Kapellenstraße, Laterne 26-32 ;in Fahrtrichtung Brühler Landstraße;   ;
0757;2;030;030;ZG   Rondorf                  ;Kapellenstraße, Laterne 32-26 ;in FR. Rondorfer Hauptstraße       ;   ;
0758;2;030;030;ZH   Rondorf                  ;Kapellenstraße, Laterne 32    ;in FR. Rondorfer Hauptstraße       ;   ;
0759;0;050;050;ZI   Porz                     ;Hauptstraße, Laterne 192-196  ;in Fahrtrichtung Bergerstraße      ;   ;
0760;0;050;050;ZJ   Porz                     ;Hauptstraße, Haus Nr. 407-397 ;in Fahrtrichtung Karlstraße        ;   ;
0761;0;050;050;ZK   Porz                     ;Hauptstraße, Haus Nr. 439-435 ;in Fahrtrichtung Rathausstraße     ;   ;
0762;0;050;050;ZL   Porz                     ;Friedrichstraße, Haus Nr. 13-5;in Fahrtrichtung Bahnhofstraße     ;   ;
0763;0;050;050;ZM   Porz                     ;Bergerstraße, Haus Nr. 125-111;in Fahrtrichtung Hauptstraße       ;   ;
0764;0;050;050;ZN   Höhenberg                ;Fuldaer Straße, Haus Nr. 69-59;in Fahrtrichtung Olpener Straße    ;   ;
0765;0;050;050;ZO   Höhenberg                ;Fuldaer Straße, Haus Nr. 66-76;in Fahrtrichtung Frankfurter Straße;   ;
0766;0;050;050;ZP   Neustadt/Nord            ;Krefelder Straße 101-73       ;in Fahrtrichtung Hansaring         ;   ;
0767;0;050;050;ZQ   Neustadt/Nord            ;Krefelder Straße 66-82        ;in Fahrtrichtung Innere Kanalstraße;   ;
0768;0;050;050;ZR   Neustadt/Nord            ;Krefelder Straße 22-42        ;in Fahrtrichtung Balthasarstraße   ;   ;
0769;0;050;050;ZS   Höhenhaus                ;Sigwinstraße, Haus Nr. 12-26  ;in Fahrtrichtung Thuleweg          ;   ;
0770;0;050;050;ZT   Höhenhaus                ;Sigwinstraße, Haus Nr. 26-12  ;in Fahrtruchtung Honschaftsstraße  ;   ;
0771;2;030;030;ZU   Stammheim                ;Gisbertstraße, Haus Nr. 79-21 ;in FR. Stammheimer Hauptstraße     ;   ;
0772;2;030;030;ZV   Stammheim                ;Wolfskaul, Haus Nr. 4         ;in Fahrtrichtung Reichenbachstraße ;   ;
0773;2;030;030;ZW   Stammheim                ;Wolfskaul, Haus Nr. 12        ;in Fahrtrichtung Gerstenkamp       ;   ;
0774;0;050;050;ZX   Wahn                     ;Frankfurter Straße 323-307    ;in Fahrtrichtung Lind              ;   ;
0775;0;050;050;ZY   Wahn                     ;Frankfurter Str., Lat.533-523 ;in Fahrtrichtung Urbach            ;   ;
0776;2;030;030;ZZ   Dünnwald                 ;An der Walkmühle 20-72        ;in Fahrtrichtung Leuchterstraße    ;   ;
0777;2;030;030;A0   Höhenberg                ;Oranienstraße, Haus Nr.155-131;in Fahrtrichtung Burgstraße        ;   ;
0778;2;030;030;A1   Höhenberg                ;Oranienstraße, Haus Nr. 96-160;in Fahrtrichtung Olpener Straße    ;   ;
0779;2;030;030;A2   Vingst                   ;Oranienstraße, Laterne 10-12  ;in Fahrtrichtung Olpener Straße    ;   ;
0780;2;030;030;A3   Zündorf                  ;Heerstraße, Haus Nr. 47-25    ;in Fahrtrichtung Schulzentrum      ;   ;
0781;2;030;030;A4   Zündorf                  ;Heerstraße, Haus Nr. 29-39    ;in Fahrtrichtung Wahner Straße     ;   ;
0782;2;030;030;A5   Vingst                   ;Heßhofstraße, Haus Nr. 12-30  ;in Fahrtrichtung Amtsstraße        ;   ;
0783;2;030;030;A6   Zollstock                ;Höninger Weg, Haus Nr. 243-239;in Fahrtrichtung Gottesweg         ;   ;
0784;2;030;030;A7   Zollstock                ;Höninger Weg, Haus Nr. 208-210;in Fahrtrichtung Bernkasteler Str. ;   ;
0785;0;050;050;A8   Zollstock                ;Höninger weg, Haus Nr. 259-251;in Fahrtrichtung Zollstocksweg     ;   ;
0786;0;050;050;A9   Zollstock                ;Höninger Weg, Haus Nr. 255-263;in Fahrtrichtung Kalscheurer Weg   ;   ;
0787;0;050;050;B0   Zollstock                ;Höninger Weg, Haus Nr. 273-267;in Fahrtrichtung Walberberger Str. ;   ;
0788;2;030;030;B1   Mülheim                  ;Montanusstraße, Haus Nr.43-83 ;in FR. Bergisch Gladbacher Straße  ;   ;
0789;2;030;030;B2   Mülheim                  ;Montanusstraße 107-113        ;in FR. Bergisch Gladbacher Straße  ;   ;
0790;2;030;030;B3   Mülheim                  ;Montanusstraße 113-97a        ;in Fahrtrichtung Frankfurter Straße;   ;
0791;2;030;030;B4   Mülheim                  ;Montanusstraße, Haus Nr. 87-39;in Fahrtrichtung Frankfurter Straße;   ;
0792;0;050;050;B5   Riehl                    ;Amsterdamer Straße 81-77      ;in Fahrtrichtung Zoobrücke         ;   ;
0793;0;050;050;B6   Niehl                    ;Amsterdamer Straße 267-257    ;in Fahrtrichtung Nesselrodestraße  ;   ;
0794;0;050;050;B7   Niehl                    ;Amsterdamer Straße 243-233    ;in Fahrtrichtung Pohlmannstraße    ;   ;
0795;0;050;050;B8   Niehl                    ;Amsterdamer Straße 214-216    ;in Fahrtrichtung stadtauswärts     ;   ;
0796;0;050;050;B9   Niehl                    ;Amsterdamer Str., Lat. 120-122;in Fahrtrichtung stadtauswärts     ;   ;
0797;6;010;010;C0   Merheim                  ;Am Sonnenhut, Haus Nr. 75-217 ;in Fahrtrichtung Fenchelweg        ;   ;
0798;6;010;010;C1   Merheim                  ;Am Sonnenhut, Haus Nr. 217-75 ;in Fahrtrichtung Madausstraße      ;   ;
0799;2;030;030;C2   Ehrenfeld                ;Melatengürtel, Haus Nr.108-112;in Fahrtrichtung Ehrenfeldgürtel   ;   ;
0800;0;050;050;C3   Ehrenfeld                ;Ehrenfeldgürtel, Laterne 9-5  ;in Fahrtrichtung Melatengürtel     ;   ;
0801;2;030;030;C4   Porz-Elsdorf             ;Tiergartenstraße, Laterne 4-8 ;in Fahrtrichtung Haus Wolle        ;   ;
0802;2;030;030;C5   Porz-Elsdorf             ;Tiergartenstraße, Laterne 8-2 ;in Fahrtrichtung Friedensstraße    ;   ;
0803;2;030;030;C6   Bilderstöckchen          ;Longericher Straße 101-67     ;in Fahrtrichtung Parkgürtel        ;   ;
0804;2;030;030;C7   Bilderstöckchen          ;Longericher Straße 75-113     ;in Fahrtrichtung TÜV               ;   ;
0805;2;030;030;C8   Höhenhaus                ;Am Flachsrosterweg, Laterne 24;in Fahrtrichtung Berliner Straße   ;   ;
0806;2;030;030;C9   Höhenhaus                ;Am Flachsrosterweg, Lat. 18-16;in Fahrtrichtung Berliner Straße   ;   ;
0807;2;030;030;D1   Höhenhaus                ;Am Flachsrosterweg, Lat.12a-12;in Fahrtrichtung Berliner Straße   ;   ;
0808;2;030;030;D2   Höhenhaus                ;Am Flachsrosterweg, Lat. 12-14;in FR. Dünnwalder Kommunalweg      ;   ;
